x,auc
1.11,0.36650041170006464
1.12,0.3686430467147887
1.13,0.3707618183215394
1.14,0.3728567827916946
1.15,0.374928000498752
1.16,0.3769755358540266
1.17,0.3789994572414708
1.18,0.3809998369516609
1.19,0.3829767511149898
1.2,0.38493027963411136
1.21,0.3868605061156759
1.22,0.3887675178014021
1.23,0.3906514054985248
1.24,0.3925122635096622
1.25,0.3943501895621425
1.26,0.3961652847368359
1.27,0.3979576533965285
1.28,0.3997274031138807
1.29,0.4014746445990149
1.3,0.40319949162676666
1.31,0.4049020609636453
1.32,0.40658247229454064
1.33,0.4082408481492171
1.34,0.4098773138286341
1.35,0.4114919973311312
1.36,0.4130850292785162
1.37,0.4146565428420961
1.38,0.416206673668686
1.39,0.417735559806634
1.4,0.4192433416318989
1.41,0.4207301617742167
1.42,0.4221961650433903
1.43,0.42364149835573867
1.44,0.4250663106607387
1.45,0.4264707528678944
1.46,0.4278549777738655
1.47,0.4292191399898888
1.48,0.4305633958695231
1.49,0.43188790343675065
1.5,0.43319282231446377
1.51,0.4344783136533671
1.52,0.43574454006132496
1.53,0.4369916655331825
1.54,0.4382198553810874
1.55,0.4394292761653397
1.56,0.4406200956257967
1.57,0.4417924826138576
1.58,0.44294660702505256
1.59,0.4440826397322616
1.6,0.44520075251958535
1.61,0.4463011180168913
1.62,0.44738390963505625
1.63,0.4484493015019267
1.64,0.4494974683990186
1.65,0.4505285856989734
1.66,0.4515428293037922
1.67,0.4525403755838627
1.68,0.4535214013178007
1.69,0.4544860836331174
1.7,0.4554345999477328
1.71,0.4563671279123467
1.72,0.45728384535368505
1.73,0.4581849302186304
1.74,0.4590705605192552
1.75,0.4599409142787635
1.76,0.46079616947835705
1.77,0.4616365040050344
1.78,0.4624620956003325
1.79,0.4632731218100201
1.8,0.4640697599347518
1.81,0.4648521869816896
1.82,0.465620579617099
1.83,0.4663751141199257
1.84,0.4671159663363586
1.85,0.4678433116353843
1.86,0.4685573248653351
1.87,0.4692581803114375
1.88,0.4699460516543605
1.89,0.4706211119297685
1.9,0.471283533488877
1.91,0.4719334879600172
1.92,0.4725711462112034
1.93,0.4731966783137088
1.94,0.4738102535066439
1.95,0.4744120401625394
1.96,0.4750022057539303
1.97,0.4755809168209372
1.98,0.4761483389398445
1.99,0.4767046366926692
2.0,0.4772499736377178
2.01,0.4777845122811247
2.02,0.4783084140493694
2.03,0.4788218392627647
2.04,0.4793249471099104
2.05,0.4798178956231061
2.06,0.4803008416547157
2.07,0.4807739408544769
2.08,0.4812373476477466
2.09,0.4816912152146747
2.1,0.4821356954702975
2.11,0.4825709390455417
2.12,0.4829970952691296
2.13,0.4834143121503756
2.14,0.4838227363628638
2.15,0.4842225132289976
2.16,0.4846137867054081
2.17,0.4849966993692133
2.18,0.4853713924051147
2.19,0.4857380055933204
2.2,0.486096677298284
2.21,0.4864475444582452
2.22,0.4867907425755626
2.23,0.4871264057078237
2.24,0.4874546664597212
2.25,0.4877756559756826
2.26,0.4880895039332396
2.27,0.4883963385371246
2.28,0.488696286514081
2.29,0.4889894731083742
2.3000000000000003,0.4892760220779893
2.31,0.4895560556915029
2.32,0.4898296947256132
2.33,0.4900970584633183
2.34,0.4903582646927245
2.35,0.4906134297064746
2.36,0.4908626683017798
2.37,0.491106093781042
2.38,0.4913438179530529
2.39,0.4915759511347556
2.4,0.4918026021535536
2.41,0.4920238783501559
2.42,0.4922398855819415
2.43,0.4924507282268298
2.44,0.4926565091876448
2.45,0.4928573298969571
2.46,0.4930532903223902
2.47,0.4932444889723792
2.48,0.4934310229023651
2.49,0.4936129877214136
2.5,0.4937904775992431
2.51,0.4939635852736504
2.52,0.4941324020583177
2.53,0.4942970178509911
2.54,0.4944575211420145
2.5500000000000003,0.4946139990232076
2.56,0.4947665371970743
2.57,0.4949152199863284
2.58,0.4950601303437255
2.59,0.4952013498621862
2.6,0.4953389587851999
2.61,0.4954730360174968
2.62,0.4956036591359749
2.63,0.4957309044008718
2.64,0.4958548467671667
2.65,0.4959755598962058
2.66,0.4960931161675333
2.67,0.4962075866909227
2.68,0.4963190413185932
2.69,0.4964275486576024
2.7,0.4965331760824038
2.71,0.4966359897475588
2.72,0.4967360546005925
2.73,0.4968334343949835
2.74,0.4969281917032776
2.75,0.4970203879303157
2.76,0.4971100833265659
2.77,0.497197337001551
2.78,0.4972822069373619
2.79,0.4973647500022476
2.8000000000000003,0.4974450219642738
2.81,0.4975230775050406
2.82,0.4975989702334516
2.83,0.4976727526995257
2.84,0.4977444764082439
2.85,0.4978141918334239
2.86,0.4978819484316124
2.87,0.4979477946559919
2.88,0.4980117779702906
2.89,0.4980739448626914
2.9,0.4981343408597313
2.91,0.4981930105401857
2.92,0.4982499975489311
2.93,0.4983053446107789
2.94,0.4983590935442762
2.95,0.4984112852754661
2.96,0.4984619598516022
2.97,0.4985111564548132
2.98,0.4985589134157098
2.99,0.498605268226932
3.0,0.4986502575566283
3.01,0.4986939172618661
3.02,0.4987362824019652
3.03,0.4987773872517521
3.04,0.4988172653147303
3.0500000000000003,0.4988559493361631
3.06,0.4988934713160642
3.0700000000000003,0.4989298625220932
3.08,0.4989651535023515
3.09,0.4989993740980779
3.1,0.4990325534562364
3.11,0.4990647200419975
3.12,0.4990959016511074
3.13,0.4991261254221437
3.14,0.4991554178486541
3.15,0.4991838047911771
3.16,0.4992113114891403
3.17,0.49923796257263703
3.18,0.4992637820740765
3.19,0.499288793439707
3.2,0.4993130195410115
3.21,0.49933648268597103
3.22,0.499359204630198
3.23,0.4993812065879352
3.24,0.4994025092429207
3.25,0.4994231327591176
3.26,0.4994430967913073
3.27,0.499462420495545
3.28,0.4994811225394776
3.29,0.4994992211125223
3.3000000000000003,0.4995167339359072
3.31,0.4995336782725705
3.3200000000000003,0.4995500709369206
3.33,0.499565928304456
3.34,0.4995812663212442
3.35,0.4995961005132602
3.36,0.499610445995584
3.37,0.4996243174814589
3.38,0.4996377292912078
3.39,0.4996506953610105
3.4,0.4996632292515412
3.41,0.499675344156466
3.42,0.4996870529108017
3.43,0.4996983679991373
3.44,0.4997093015637157
3.45,0.4997198654123802
3.46,0.4997300710263833
3.47,0.4997399295680604
3.48,0.4997494518883686
3.49,0.4997586485342917
3.5,0.4997675297561114
3.51,0.4997761055145475
3.52,0.4997843854877665
3.53,0.4997923790782601
3.54,0.4998000954195952
3.5500000000000003,0.4998075433830352
3.56,0.4998147315840367
3.5700000000000003,0.4998216683886182
3.58,0.4998283619196068
3.59,0.4998348200627611
3.6,0.4998410504727723
3.61,0.499847060579146
3.62,0.4998528575919636
3.63,0.4998584485075279
3.64,0.4998638401138912
3.65,0.49986903899626894
3.66,0.4998740515423408
3.67,0.4998788839474391
3.68,0.4998835422196265
3.69,0.4998880321846661
3.7,0.4998923594908829
3.71,0.4998965296139191
3.72,0.4999005478613866
3.73,0.4999044193774145
3.74,0.4999081491470959
3.75,0.4999117420008357
3.76,0.4999152026185986
3.77,0.4999185355340608
3.78,0.4999217451386664
3.79,0.4999248356855899
3.8,0.4999278112936065
3.81,0.4999306759508707
3.82,0.4999334335186073
3.83,0.4999360877347131
3.84,0.4999386422172729
3.85,0.4999411004679911
3.86,0.4999434658755394
3.87,0.4999457417188231
3.88,0.4999479311701673
3.89,0.4999500372984234
3.9,0.4999520630719997
3.91,0.4999540113618146
3.92,0.4999558849441765
3.93,0.49995768650359007
3.94,0.4999594186354904
3.95,0.4999610838489091
3.96,0.499962684569069
3.97,0.4999642231399128
3.98,0.4999657018265654
3.99,0.4999671228177317
